site,replicate,sample_id,date,phylum,sub_phylum,class,order,family,subfamily,tribe,taxon,taxonomy,itis_code,voltinism,ffg,maturity,nd,count,pct_sampled,rep_num
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Brillia,Brillia,128477,NA,Shredder-Herbivore,Larvae,NA,1,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,Tvetenia,129197,NA,Collector-Gatherer,Larvae,NA,54,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Eukiefferiella,Eukiefferiella,128689,NA,Omnivore,Larvae,NA,3,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia group,Thienemannimyia group,127917N,NA,Predator,Larvae,NA,6,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Diamesa,Diamesa,128355,NA,Collector-Gatherer,Larvae,NA,4,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Orthocladius complex,Orthocladius complex,128874A,NA,Collector-Gatherer,Larvae,NA,66,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,Microtendipes,129535,NA,Collector-Filterer,Larvae,NA,12,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,129657,NA,Collector-Gatherer,Larvae,NA,18,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Sublettea,Sublettea,129975,NA,Collector-Filterer,Larvae,NA,16,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,Micropsectra,129890,NA,Collector-Gatherer,Larvae,NA,22,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Trichoptera,NA,NA,NA,Trichoptera,Trichoptera,115095,NA,NA,Juvenile/Damaged,ND,3,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Hexapoda,Insecta,Plecoptera,NA,NA,NA,Plecoptera,Plecoptera,102467,Unclassified,NA,Juvenile/Damaged,ND,1,5,3
BUL-01,C,BUL-01-C,2025-10-03,Arthropoda,Chelicerata,Arachnida,Trombidiformes,NA,NA,NA,Trombidiformes,Trombidiformes,82769,NA,Predator,Juvenile/Damaged,NA,1,5,3
BUL-01,C,BUL-01-C,2025-10-03,Nemata,NA,NA,NA,NA,NA,NA,Nemata,Nemata,563956,NA,Shredder-Herbivore,None,NA,1,5,3
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptageniidae,Heptageniidae,100504,Unclassified,Scraper,Juvenile/Damaged,ND,23,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerellidae,Ephemerellidae,101232,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,17,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Leptophlebiidae,Leptophlebiidae,101095,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,56,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,Pteronarcyidae,Pteronarcyidae,102470,Unclassified,Shredder-Herbivore,Juvenile/Damaged,ND,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,NA,NA,Capniidae,Capniidae,102643,Unclassified,Shredder-Herbivore,Juvenile/Damaged,NA,4,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Nemouridae,Nemouridae,102517,Unclassified,Shredder-Herbivore,Juvenile/Damaged,NA,3,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Chloroperlidae,Chloroperlidae,103202,Unclassified,Predator,Juvenile/Damaged,ND,7,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Perlodidae,Perlodidae,102994,Unclassified,Predator,Juvenile/Damaged,ND,2,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Elmidae,Elmidae,114093,SV,Collector-Gatherer,Juvenile/Damaged,ND,9,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Haliplidae,NA,NA,Haliplidae,Haliplidae,111857,NA,NA,Juvenile/Damaged,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Torrenticolidae,NA,NA,Torrenticolidae,Torrenticolidae,83249,Unclassified,Predator,Juvenile/Damaged,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,Chironomidae,Chironomidae,127917,NA,NA,Pupa,ND,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Hydroptila,Hydroptila,115641,UV,Piercer-Herbivore,Larvae,NA,13,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Lepidostoma,Lepidostoma,116794,UV,Shredder-Herbivore,Larvae,NA,5,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,Hydropsyche,115453,UV,Collector-Filterer,Larvae,NA,21,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,Cheumatopsyche,115408,Unclassified,Collector-Filterer,Larvae,NA,5,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Limnephilidae,NA,NA,Dicosmoecus,Dicosmoecus,116265,Unclassified,Omnivore,Larvae,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,Epeorus,100626,Unclassified,Scraper,Larvae,NA,2,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,Rhithrogena,100572,Unclassified,Scraper,Larvae,NA,9,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,Ephemerella,101233,UV,Collector-Gatherer,Larvae,NA,5,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Neoleptophlebia,Neoleptophlebia,101095A,NA,Collector-Gatherer,Larvae,NA,19,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,Pteronarcys,Pteronarcys,102471,Unclassified,Omnivore,Larvae,NA,3,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Haploperla,Haploperla,103260,Unclassified,Predator,Larvae,NA,10,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isoperla,Isoperla,102995,UV,Predator,Larvae,NA,5,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Skwala,Skwala,103102,UV,Predator,Larvae,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Hemerodromia,Hemerodromia,136327,MV,Predator,Larvae,NA,12,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Larvae,NA,5,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Haliplidae,NA,NA,Brychius,Brychius,111947,Unclassified,Macrophyte-Herbivore,Adult,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,Lebertia,83034,Unclassified,Predator,Adult,NA,9,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Feltriidae,NA,NA,Feltria,Feltria,83314,Unclassified,Predator,Adult,NA,4,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Aturidae,NA,NA,Aturus,Aturus,82974,Unclassified,Predator,Adult,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hygrobatidae,NA,NA,Atractides,Atractides,83282,Unclassified,Predator,Adult,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,Sperchon,83006,Unclassified,Predator,Adult,NA,2,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Torrenticolidae,NA,NA,Testudacarus,Testudacarus,83250,Unclassified,Predator,Adult,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Annelida,Clitellata,Oligochaeta,Tubificida,Naididae,NA,NA,Nais,Nais,68946,NA,Collector-Gatherer,None,NA,11,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hydryphantidae,NA,NA,Protzia,Protzia,83170,Unclassified,Predator,Adult,NA,2,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,Micropsectra,129890,NA,Collector-Gatherer,Larvae,NA,51,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,Rheotanytarsus,129952,NA,Collector-Filterer,Larvae,NA,8,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,Stempellinella,129969,NA,Collector-Filterer,Larvae,NA,4,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Sublettea,Sublettea,129975,NA,Collector-Filterer,Larvae,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,129657,NA,Collector-Gatherer,Larvae,NA,6,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Paralauterborniella nigrohalterale,Paralauterborniella nigrohalterale,129619,NA,Collector-Gatherer,Larvae,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,Tvetenia,129197,NA,Collector-Gatherer,Larvae,NA,3,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Eukiefferiella,Eukiefferiella,128689,NA,Omnivore,Larvae,NA,3,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Rheocricotopus,Rheocricotopus,129086,NA,Omnivore,Larvae,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia group,Thienemannimyia group,127917N,NA,Predator,Larvae,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Orthocladius complex,Orthocladius complex,128874A,NA,Collector-Gatherer,Juvenile/Damaged,NA,80,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,NA,NA,NA,Plecoptera,Plecoptera,102467,Unclassified,NA,Juvenile/Damaged,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Nemata,NA,NA,NA,NA,NA,NA,Nemata,Nemata,563956,NA,Shredder-Herbivore,None,NA,1,5,1
BUL-04,A,BUL-04-A,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,NA,Tanypodinae,Tanypodinae,127994,NA,Predator,Juvenile/Damaged,ND,3,5,1
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hygrobatidae,NA,NA,Atractides,Atractides,83282,Unclassified,Predator,Adult,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Limnesiidae,NA,NA,Limnesia,Limnesia,83051,Unclassified,Predator,Adult,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Larvae,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Hemerodromia,Hemerodromia,136327,MV,Predator,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Athericidae,NA,NA,Atherix,Atherix,130929,NA,Predator,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Haliplidae,NA,NA,Brychius,Brychius,111947,Unclassified,Macrophyte-Herbivore,Adult,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Nemata,NA,NA,NA,NA,NA,NA,Nemata,Nemata,563956,NA,Shredder-Herbivore,None,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerellidae,Ephemerellidae,101232,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,19,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetidae,Baetidae,100755,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,6,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptageniidae,Heptageniidae,100504,Unclassified,Scraper,Juvenile/Damaged,ND,22,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Leptophlebiidae,Leptophlebiidae,101095,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,69,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,NA,NA,Capniidae,Capniidae,102643,Unclassified,Shredder-Herbivore,Juvenile/Damaged,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Perlodidae,Perlodidae,102994,Unclassified,Predator,Juvenile/Damaged,ND,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Nemouridae,Nemouridae,102517,Unclassified,Shredder-Herbivore,Juvenile/Damaged,ND,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Chloroperlidae,Chloroperlidae,103202,Unclassified,Predator,Juvenile/Damaged,ND,4,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Odonata,Gomphidae,NA,NA,Gomphidae,Gomphidae,101664,Unclassified,Predator,Juvenile/Damaged,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Elmidae,Elmidae,114093,SV,Collector-Gatherer,Juvenile/Damaged,ND,2,5,2
BUL-04,B,BUL-04-B,2025-10-02,Annelida,Clitellata,Oligochaeta,Tubificida,Naididae,NA,NA,Nais,Nais,68946,NA,Collector-Gatherer,None,NA,12,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Psectrocladius,Psectrocladius,129018,NA,Collector-Gatherer,None,NA,10,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Orthocladius complex,Orthocladius complex,128874A,NA,Collector-Gatherer,None,NA,4,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,Micropsectra,129890,NA,Collector-Gatherer,Larvae,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Sublettea,Sublettea,129975,NA,Collector-Filterer,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,129657,NA,Collector-Gatherer,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,Tvetenia,129197,NA,Collector-Gatherer,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,Rheotanytarsus,129952,NA,Collector-Filterer,Larvae,NA,2,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,Hydropsyche,115453,UV,Collector-Filterer,Larvae,NA,12,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,Cheumatopsyche,115408,Unclassified,Collector-Filterer,Larvae,NA,2,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Hydroptila,Hydroptila,115641,UV,Piercer-Herbivore,Larvae,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Lepidostoma,Lepidostoma,116794,UV,Shredder-Herbivore,Larvae,NA,14,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,Ephemerella,101233,UV,Collector-Gatherer,Larvae,NA,4,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella grandis group,Drunella grandis group,101365A,Unclassified,Collector-Gatherer,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ameletidae,NA,NA,Ameletus,Ameletus,100996,UV,Collector-Gatherer,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,Baetis,100800,MV,Collector-Gatherer,Juvenile/Damaged,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Diphetor hageni,Diphetor hageni,568598,Unclassified,Collector-Gatherer,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,Epeorus,100626,Unclassified,Scraper,Larvae,NA,3,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,Rhithrogena,100572,Unclassified,Scraper,Larvae,NA,12,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Neoleptophlebia,Neoleptophlebia,101095A,NA,Collector-Gatherer,Larvae,NA,63,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isoperla,Isoperla,102995,UV,Predator,Larvae,NA,6,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Skwala,Skwala,103102,UV,Predator,Larvae,NA,1,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Zapada cinctipes,Zapada cinctipes,102594,UV,Shredder-Herbivore,Larvae,NA,2,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Haploperla,Haploperla,103260,Unclassified,Predator,Larvae,NA,11,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Sweltsa,Sweltsa,103273,SV,Predator,Larvae,NA,4,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,Lebertia,83034,Unclassified,Predator,Adult,NA,7,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,Sperchon,83006,Unclassified,Predator,Adult,NA,2,5,2
BUL-04,B,BUL-04-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hydryphantidae,NA,NA,Protzia,Protzia,83170,Unclassified,Predator,Adult,NA,1,5,2
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptageniidae,Heptageniidae,100504,Unclassified,Scraper,Juvenile/Damaged,NA,19,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Leptophlebiidae,Leptophlebiidae,101095,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,138,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerellidae,Ephemerellidae,101232,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,29,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetidae,Baetidae,100755,Unclassified,Collector-Gatherer,Juvenile/Damaged,NA,10,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Chloroperlidae,Chloroperlidae,103202,Unclassified,Predator,Juvenile/Damaged,ND,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Empididae,Empididae,135830,UV,Predator,Juvenile/Damaged,ND,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Elmidae,Elmidae,114093,SV,Collector-Gatherer,Juvenile/Damaged,ND,6,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,Chironomidae,Chironomidae,127917,NA,NA,Pupa,ND,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Hydroptila,Hydroptila,115641,UV,Piercer-Herbivore,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,Hydropsyche,115453,UV,Collector-Filterer,Larvae,NA,4,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,Glossosoma,Glossosoma,117159,Unclassified,Scraper,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Leptoceridae,NA,NA,Ceraclea,Ceraclea,116684,Unclassified,Omnivore,Larvae,NA,3,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Lepidostoma,Lepidostoma,116794,UV,Shredder-Herbivore,Larvae,NA,47,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,Rhithrogena,100572,Unclassified,Scraper,Larvae,NA,5,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Neoleptophlebia,Neoleptophlebia,101095A,NA,Collector-Gatherer,Larvae,NA,29,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ameletidae,NA,NA,Ameletus,Ameletus,100996,UV,Collector-Gatherer,Larvae,NA,8,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,Ephemerella,101233,UV,Collector-Gatherer,Larvae,NA,7,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Diphetor hageni,Diphetor hageni,568598,Unclassified,Collector-Gatherer,Larvae,NA,5,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Haploperla,Haploperla,103260,Unclassified,Predator,Larvae,NA,4,7,3
