ems_id,monitoring_location,date,year,month,parameter,result,unit,method_detection_limit,result_letter
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-12,1998,6,pH,7.8,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-10,1998,6,Specific Conductance,954,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-10-13,1998,10,Oxygen Dissolved,6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-28,1998,9,Oxygen Dissolved,8.7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-08-20,1998,8,Specific Conductance,929,uS/cm,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1998-11-17,1998,11,pH,6.92,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-12-08,1998,12,Temperature,4,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-12-10,1998,12,Oxygen Dissolved,2.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-11-05,1998,11,pH,6.9,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-05-18,1999,5,Temperature,14.4,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-05-21,1999,5,pH,8.46,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-01-12,2000,1,pH,6.85,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-01-20,2000,1,Specific Conductance,846,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-11-10,1999,11,Temperature,6.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-08-23,1999,8,Specific Conductance,794,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-11-15,1999,11,pH,7.02,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-01,1999,9,Specific Conductance,825,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-01,1999,9,Oxygen Dissolved,9.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-12-16,1999,12,Temperature,3.7,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-12,1999,10,pH,7.39,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1981-12-10,1981,12,Specific Conductance,210,uS/cm,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1982-04-15,1982,4,Specific Conductance,175,uS/cm,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-12-08,1987,12,Residue: Non-filterable (TSS),14,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1986-11-10,1986,11,Residue: Non-filterable (TSS),9,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1993-11-01,1993,11,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1991-08-07,1991,8,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1995-01-09,1995,1,pH,6.93,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-08-11,1997,8,Oxygen Dissolved,5.5,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1997-06-18,1997,6,Residue: Non-filterable (TSS),25,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1990-05-14,1990,5,pH,7.3,pH units,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1990-06-18,1990,6,Residue: Non-filterable (TSS),2.7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-10-21,1996,10,pH,6.6,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-01-21,1997,1,pH,6.3,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-01-08,1997,1,Specific Conductance,679,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-10-11,1996,10,Oxygen Dissolved,3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-08-28,1996,8,Oxygen Dissolved,12.8,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-08,1996,7,Oxygen Dissolved,8.8,mg/L,NA,NA
E216153,EQUITY PIEZOMETER RH-82-01 LU CK DIVERSION,1985-09-30,1985,9,pH,8.2,pH units,NA,NA
E216153,EQUITY PIEZOMETER RH-82-01 LU CK DIVERSION,1992-11-02,1992,11,pH,8.29,pH units,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1988-10-07,1988,10,pH,7.6,pH units,NA,NA
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,1993-10-25,1993,10,pH,7.52,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-06-20,1997,6,Oxygen Dissolved,2.2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-03-19,1999,3,Temperature,5.1,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-12-09,1997,12,Oxygen Dissolved,1.8,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-09-18,1997,9,Temperature,12.4,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-09-10,1997,9,Specific Conductance,1066,uS/cm,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1997-02-19,1997,2,Residue: Non-filterable (TSS),1,mg/L,NA,<
0400297,BULKLEY RIVER U/S HOUSTON STP,1996-02-13,1996,2,Specific Conductance,180,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-03-19,1998,3,pH,7.25,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-06,1998,5,pH,7.43,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-22,1998,6,pH,7.41,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-05,1998,6,Temperature,20,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-11,1998,6,Oxygen Dissolved,5.3,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1998-12-16,1998,12,pH,6.7,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-07-27,1998,7,Specific Conductance,883,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-11-04,1998,11,pH,6.92,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-01-12,1999,1,Oxygen Dissolved,2.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-01-28,1999,1,pH,7.04,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-05-19,1999,5,Oxygen Dissolved,10.8,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-13,1999,10,pH,7.63,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-21,1999,10,Temperature,10,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-02-22,2000,2,Specific Conductance,937,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-05-11,2000,5,Oxygen Dissolved,16.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-22,2000,6,Oxygen Dissolved,2.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-19,2000,6,Specific Conductance,867,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-20,2000,6,Oxygen Dissolved,2.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-04-17,2000,4,Specific Conductance,746,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-04-20,2000,4,Specific Conductance,741,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-08-28,2000,8,Specific Conductance,681,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-14,2000,6,Residue: Non-filterable (TSS),5,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-10-19,2000,10,pH,7.2,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-07-06,2000,7,pH,8.2,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-07-26,2000,7,pH,8.52,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-07-04,2000,7,Specific Conductance,802,uS/cm,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2004-09-08,2004,9,Residue: Non-filterable (TSS),4,mg/L,4,<
E228917,MR-8856 KNOCKHOLT LANDFILL WELL BH-1,2004-10-13,2004,10,Specific Conductance,712,uS/cm,1,NA
E294172,WQ E3 (GOOSLY N FSR),2013-12-11,2013,12,Residue: Non-filterable (TSS),4,mg/L,4,<
E294170,WQ E1 (GOOSLY LAKE TRIB),2013-12-11,2013,12,Specific Conductance,77.6,uS/cm,1,NA
E294172,WQ E3 (GOOSLY N FSR),2014-07-30,2014,7,pH,8,pH units,NA,NA
E294172,WQ E3 (GOOSLY N FSR),2014-06-25,2014,6,Specific Conductance,108,uS/cm,1,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2016-06-06,2016,6,Residue: Non-filterable (TSS),3.8,mg/L,3,NA
E294170,WQ E1 (GOOSLY LAKE TRIB),2015-07-22,2015,7,Specific Conductance,185,uS/cm,1,NA
E294170,WQ E1 (GOOSLY LAKE TRIB),2015-05-28,2015,5,pH,7.33,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2016-03-07,2016,3,Residue: Non-filterable (TSS),3,mg/L,3,<
E219804,BUCK CREEK D/S HIGHWAY 16 (U/S HOUSTON STP),2017-03-08,2017,3,Temperature,0.1,C,-50,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2017-10-10,2017,10,Residue: Non-filterable (TSS),5,mg/L,3,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2018-03-26,2018,3,Residue: Non-filterable (TSS),3,mg/L,3,<
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2018-06-25,2018,6,Residue: Non-filterable (TSS),3,mg/L,3,<
E219804,BUCK CREEK D/S HIGHWAY 16 (U/S HOUSTON STP),2017-06-12,2017,6,Specific Conductance,125,uS/cm,2,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2019-06-03,2019,6,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2020-12-22,2020,12,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-03-08,2021,3,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-05-03,2021,5,Residue: Non-filterable (TSS),17,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-03-27,2023,3,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-04-24,2023,4,Residue: Non-filterable (TSS),4.8,mg/L,3,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2024-01-29,2024,1,Residue: Non-filterable (TSS),3,mg/L,3,<
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2024-08-26,2024,8,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1981-12-17,1981,12,Specific Conductance,155,uS/cm,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1981-05-28,1981,5,pH,6.9,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1983-05-17,1983,5,pH,7.05,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-08-26,1991,8,Residue: Non-filterable (TSS),7,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-09-16,1991,9,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,1990-02-19,1990,2,pH,7.1,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1992-03-23,1992,3,Residue: Non-filterable (TSS),18,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1992-04-28,1992,4,Residue: Non-filterable (TSS),53,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-08-22,1988,8,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1986-04-14,1986,4,Residue: Non-filterable (TSS),8,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1986-12-03,1986,12,pH,7.2,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1990-07-09,1990,7,Residue: Non-filterable (TSS),6,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1986-03-31,1986,3,pH,7,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-01-04,1989,1,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1997-06-18,1997,6,Residue: Non-filterable (TSS),23,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-04-18,1997,4,Oxygen Dissolved,7.2,mg/L,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1991-05-28,1991,5,Turbidity,2.2,NTU,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-10-31,1989,10,Residue: Non-filterable (TSS),7,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-12-11,1989,12,Residue: Non-filterable (TSS),16,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-07-25,1997,7,Specific Conductance,1068,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-02-10,1997,2,Specific Conductance,665,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-03-11,1997,3,Specific Conductance,713,uS/cm,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1980-12-12,1980,12,pH,8.1,pH units,NA,NA
0400762,BESSEMER CREEK EQUITY MINE,1982-03-24,1982,3,pH,3.2,pH units,NA,NA
0400762,BESSEMER CREEK EQUITY MINE,1982-03-24,1982,3,pH,3.33,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1983-07-12,1983,7,pH,7.69,pH units,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1982-09-20,1982,9,pH,6.8,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1982-05-04,1982,5,pH,6.01,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1983-07-12,1983,7,Residue: Non-filterable (TSS),1.5,mg/L,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1995-05-15,1995,5,Residue: Non-filterable (TSS),55,mg/L,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1995-02-27,1995,2,pH,7.23,pH units,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1986-10-09,1986,10,pH,7.6,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1992-07-27,1992,7,pH,7.54,pH units,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1986-05-07,1986,5,Residue: Non-filterable (TSS),132,mg/L,NA,NA
1100281,MAXAN LAKE; AT N. END,1974-11-24,1974,11,Turbidity,1.3,NTU,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1988-09-06,1988,9,Residue: Non-filterable (TSS),1,mg/L,NA,<
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1990-07-09,1990,7,Residue: Non-filterable (TSS),15,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1986-09-30,1986,9,Turbidity,3.2,NTU,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1993-11-29,1993,11,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1989-12-18,1989,12,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1989-07-04,1989,7,pH,1,pH units,NA,<
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1982-12-01,1982,12,pH,7.16,pH units,NA,NA
0400201,BULKLEY R CONTROL AT HOUSTON EAST BRIDGE,1972-09-11,1972,9,Oxygen Dissolved,9.1,mg/L,NA,NA
0400762,BESSEMER CREEK EQUITY MINE,1982-02-12,1982,2,Temperature,1,C,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1983-03-15,1983,3,pH,6.79,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1984-04-09,1984,4,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0400760,EQUITY SILVER PE04475 SEEPAGE NO. 1 DAM,1981-05-28,1981,5,pH,5.5,pH units,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1983-07-12,1983,7,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1992-04-28,1992,4,Residue: Non-filterable (TSS),9,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1988-09-12,1988,9,Turbidity,0.9,NTU,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1989-07-24,1989,7,pH,8.1,pH units,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1989-07-31,1989,7,pH,6.6,pH units,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Specific Conductance,56,uS/cm,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Specific Conductance,48,uS/cm,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1986-08-18,1986,8,pH,7.4,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1985-04-22,1985,4,pH,7.1,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1986-07-21,1986,7,Residue: Non-filterable (TSS),1,mg/L,NA,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1987-06-22,1987,6,pH,7.6,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1991-08-26,1991,8,Specific Conductance,762,uS/cm,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1980-09-10,1980,9,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0400762,BESSEMER CREEK EQUITY MINE,1981-11-27,1981,11,pH,3.7,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1981-11-23,1981,11,Specific Conductance,118,uS/cm,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1981-11-27,1981,11,pH,7.17,pH units,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1974-07-10,1974,7,Residue: Non-filterable (TSS),20,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1975-06-25,1975,6,pH,7.5,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1990-11-26,1990,11,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1991-08-26,1991,8,Residue: Non-filterable (TSS),9,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1994-06-27,1994,6,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1987-05-25,1987,5,pH,7.1,pH units,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Temperature,5.3,C,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Specific Conductance,60,uS/cm,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Temperature,10,C,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1987-04-13,1987,4,Residue: Non-filterable (TSS),2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1995-02-09,1995,2,Residue: Non-filterable (TSS),6,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1992-02-24,1992,2,pH,7.59,pH units,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1995-08-28,1995,8,pH,8.28,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-10-24,1996,10,Specific Conductance,718,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-11-14,1996,11,Specific Conductance,679,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-03,1996,7,Temperature,17.1,C,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1995-02-27,1995,2,Residue: Non-filterable (TSS),1,mg/L,NA,NA
E216160,EQUITY PIEZOMETER RH-82-05 LOWER BESSEMER CK,1991-10-30,1991,10,pH,7.1,pH units,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1984-06-18,1984,6,pH,8.3,pH units,NA,NA
E216154,EQUITY PIEZOMETER RH-82-02 W. SIDE WASTE DUMP,1992-06-24,1992,6,pH,7.33,pH units,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1993-05-26,1993,5,pH,7.4,pH units,NA,NA
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,1991-09-30,1991,9,pH,8.2,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-07,1997,5,Temperature,11.7,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-01-28,1998,1,Temperature,3,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-12-19,1997,12,pH,6.62,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-09-22,1997,9,Oxygen Dissolved,2.2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-09-10,1997,9,pH,6.74,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-11-25,1997,11,pH,6.86,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-11-06,1997,11,Specific Conductance,1157,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-03-04,1998,3,Temperature,2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-04-07,1998,4,Temperature,4.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-19,1998,6,Specific Conductance,943,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-10-23,1998,10,Oxygen Dissolved,6.5,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-11-05,1998,11,Oxygen Dissolved,6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-04-27,1999,4,Specific Conductance,883,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-01-21,1999,1,Temperature,2.6,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-01-06,1999,1,pH,7.06,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-08-20,1999,8,Temperature,19.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-05-27,1999,5,Temperature,13.6,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-01-21,2000,1,pH,6.84,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-03-08,2000,3,Specific Conductance,868,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-02-02,2000,2,pH,6.73,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-02-14,2000,2,Specific Conductance,987,uS/cm,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1999-12-15,1999,12,Temperature,0.1,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2001-01-26,2001,1,Specific Conductance,1039,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-08-18,2000,8,Specific Conductance,664,uS/cm,NA,NA
