ems_id,monitoring_location,date,year,month,parameter,param_abb,result,unit,method_detection_limit,result_letter,below_detect,latitude,longitude
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1996-09-17,1996,9,Nitrogen Ammonia Dissolved,nh3,0.011,mg/L,NA,NA,FALSE,54.3936,-126.6725
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1996-01-17,1996,1,Nitrogen Ammonia Dissolved,nh3,0.2,mg/L,NA,NA,FALSE,54.3936,-126.6725
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-21,1998,9,Phosphorus Ort.Dis-P,srp,0.4,mg/L,NA,NA,FALSE,54.395,-126.67
E235013,TIM BYMAN WELL,1998-11-30,1998,11,Nitrogen Ammonia Dissolved,nh3,0.005,mg/L,NA,<,TRUE,54.5205,-126.4437
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1999-04-14,1999,4,Nitrogen - Nitrite Dissolved (NO2),no2,0.003,mg/L,NA,NA,FALSE,54.3936,-126.6725
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-15,1999,9,Nitrogen Ammonia Dissolved,nh3,11.6,mg/L,NA,NA,FALSE,54.395,-126.67
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-20,1999,9,Phosphorus Ort.Dis-P,srp,0.43,mg/L,NA,NA,FALSE,54.395,-126.67
0400297,BULKLEY RIVER U/S HOUSTON STP,1999-11-17,1999,11,Nitrogen - Nitrite Dissolved (NO2),no2,0.002,mg/L,NA,NA,FALSE,54.4006,-126.6675
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-14,2000,6,Nitrogen Ammonia Dissolved,nh3,15.4,mg/L,NA,NA,FALSE,54.395,-126.67
E307186,UBR D/S BULKLEY LAKE,2017-07-11,2017,7,Phosphorus Total Dissolved,tdp,0.0144,mg/L,0.002,NA,FALSE,54.40307,-126.171
E307186,UBR D/S BULKLEY LAKE,2017-01-03,2017,1,Nitrate (NO3) Dissolved,no3,0.106,mg/L,0.005,NA,FALSE,54.40307,-126.171
E307184,UBR NORTH ROAD,2017-04-05,2017,4,Phosphorus Ort.Dis-P,srp,0.0455,mg/L,0.001,NA,FALSE,54.39864,-126.718
E285382,GOLDCORP EQUITY MINE (PE-04475) EMERGENCY POND DISCHARGE,2018-05-14,2018,5,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.11576,-126.1701
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2018-06-11,2018,6,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.2117,-126.2878
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2018-09-17,2018,9,Phosphorus Total,tp,0.0235,mg/L,0.002,NA,FALSE,54.1556,-126.3069
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2020-01-27,2020,1,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.1556,-126.3069
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2020-04-27,2020,4,Nitrate (NO3) Dissolved,no3,0.128,mg/L,0.005,NA,FALSE,54.12127,-126.16326
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2022-05-16,2022,5,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.1556,-126.3069
0700108,FOXY C UPSTREAM OF BRIDGE,2022-08-10,2022,8,Phosphorus Total,tp,0.05,mg/L,0.05,<,TRUE,54.3214,-126.1261
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2022-08-10,2022,8,Nitrate (NO3) Dissolved,no3,0.005,mg/L,0.005,<,TRUE,54.1556,-126.3069
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2023-03-27,2023,3,Nitrate (NO3) Dissolved,no3,0.025,mg/L,0.025,<,TRUE,54.12127,-126.16326
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2023-02-27,2023,2,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.12127,-126.16326
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-06-06,2023,6,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.1619,-126.2922
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2024-04-30,2024,4,Phosphorus Total Dissolved,tdp,1,mg/L,1,<,TRUE,54.10468,-126.16326
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,2024-05-06,2024,5,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.2044,-126.2806
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2024-07-30,2024,7,Phosphorus Total Dissolved,tdp,1,mg/L,1,<,TRUE,54.10468,-126.16326
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-02-06,1984,2,Phosphorus Total,tp,0.073,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-08-13,1985,8,Nitrogen Kjel.Tot(N),tkn,0.2,mg/L,NA,NA,FALSE,54.3967,-126.7092
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1986-07-16,1986,7,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.04,mg/L,NA,NA,FALSE,54.1769,-126.3597
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-06-18,1997,6,Phosphorus Ort.Dis-P,srp,4.18,mg/L,NA,NA,FALSE,54.395,-126.67
E206292,BULKLEY LAKE AT DEEPEST POINT,1987-09-23,1987,9,Phosphorus Ort.Dis-P,srp,0.012,mg/L,NA,NA,FALSE,54.3781,-126.1017
E206292,BULKLEY LAKE AT DEEPEST POINT,1987-10-20,1987,10,Nitrogen Ammonia Dissolved,nh3,0.094,mg/L,NA,NA,FALSE,54.3781,-126.1017
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-09,1996,7,Phosphorus Ort.Dis-P,srp,0.4,mg/L,NA,NA,FALSE,54.395,-126.67
E228317,BUCK CREEK,1997-09-22,1997,9,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.002,mg/L,NA,<,TRUE,54.1882,-126.5513
E229017,PR-08856 LEACHATE LAGOON 1997,1997-10-30,1997,10,Phosphorus Total Dissolved,tdp,0.1,mg/L,NA,<,TRUE,54.4442,-126.5225
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-05-13,1996,5,Phosphorus Total,tp,0.881,mg/L,NA,NA,FALSE,54.395,-126.67
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-07-14,1999,7,Nitrogen Ammonia Dissolved,nh3,13.4,mg/L,NA,NA,FALSE,54.395,-126.67
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-11,1998,9,Phosphorus Ort.Dis-P,srp,0.4,mg/L,NA,NA,FALSE,54.395,-126.67
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-08-31,1998,8,Phosphorus Ort.Dis-P,srp,0.47,mg/L,NA,NA,FALSE,54.395,-126.67
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2011-07-27,2011,7,Phosphorus Ort.Dis-P,srp,0.002,mg/L,0.001,NA,FALSE,54.395,-126.67
E294174,WQ E5 (ALLEN CR),2014-05-14,2014,5,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.0064,mg/L,0.002,NA,FALSE,54.1333,-126.157254
E294170,WQ E1 (GOOSLY LAKE TRIB),2013-12-11,2013,12,Nitrogen Ammonia Dissolved,nh3,0.057,mg/L,0.005,NA,FALSE,54.167388,-126.351261
E294173,WQ E4 (47.5 PARROT FSR),2014-05-14,2014,5,Nitrate (NO3) Dissolved,no3,0.002,mg/L,0.002,<,TRUE,54.142522,-126.268519
E294173,WQ E4 (47.5 PARROT FSR),2014-05-14,2014,5,Nitrogen - Nitrite Dissolved (NO2),no2,0.002,mg/L,0.002,<,TRUE,54.142522,-126.268519
E294171,WQ E2 (PARROT FSR),2014-05-14,2014,5,Phosphorus Total,tp,0.0475,mg/L,0.002,NA,FALSE,54.158524,-126.313944
E294172,WQ E3 (GOOSLY N FSR),2015-08-19,2015,8,Phosphorus Ort.Dis-P,srp,0.02,mg/L,0.001,NA,FALSE,54.158409,-126.312419
E307185,MCQUARRIE CREEK - LOWER,2017-02-01,2017,2,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.0819,mg/L,NA,<,TRUE,54.51389,-126.4636
E307184,UBR NORTH ROAD,2017-02-01,2017,2,Nitrogen Kjel.Tot(N),tkn,0.339,mg/L,0.05,NA,FALSE,54.39864,-126.718
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2017-12-18,2017,12,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,0.005,<,TRUE,54.12127,-126.16326
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2019-04-29,2019,4,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.1556,-126.3069
0400767,BUCK CREEK AT KLO BRIDGE SOUTH OF HOUSTON PE04475 EQUITY SILVER,2019-06-13,2019,6,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.18869,-126.50292
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2019-02-20,2019,2,Nitrate (NO3) Dissolved,no3,0.132,mg/L,0.025,NA,FALSE,54.12127,-126.16326
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,2021-05-17,2021,5,Phosphorus Total,tp,0.25,mg/L,0.25,<,TRUE,54.2044,-126.2806
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2021-02-24,2021,2,Nitrate (NO3) Dissolved,no3,0.804,mg/L,0.05,NA,FALSE,54.12127,-126.16326
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2021-06-28,2021,6,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.205,mg/L,NA,<,TRUE,54.12127,-126.16326
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2021-07-22,2021,7,Phosphorus Total,tp,0.05,mg/L,0.05,<,TRUE,54.1681,-126.3322
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1975-06-25,1975,6,Phosphorus Ort.Dis-P,srp,0.02,mg/L,NA,NA,FALSE,54.3967,-126.7092
1131103,GOOSLY LAKE; CENTER,1982-06-09,1982,6,Phosphorus Total Dissolved,tdp,0.014,mg/L,NA,NA,FALSE,54.1769,-126.3583
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1987-08-11,1987,8,Nitrogen Kjel.Tot(N),tkn,0.2,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1986-11-12,1986,11,Phosphorus Total,tp,0.044,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1986-06-02,1986,6,Nitrogen Ammonia Dissolved,nh3,0.008,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400201,BULKLEY R CONTROL AT HOUSTON EAST BRIDGE,1975-06-02,1975,6,Nitrate (NO3) Dissolved,no3,0.02,mg/L,NA,<,TRUE,54.4044,-126.6389
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1974-09-24,1974,9,Nitrogen Total,tn,0.25,mg/L,NA,NA,FALSE,54.3967,-126.7092
1131103,GOOSLY LAKE; CENTER,1982-06-09,1982,6,Nitrogen Total,tn,0.4,mg/L,NA,NA,FALSE,54.1769,-126.3583
0400297,BULKLEY RIVER U/S HOUSTON STP,1986-09-04,1986,9,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.02,mg/L,NA,<,TRUE,54.4006,-126.6675
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Nitrogen Kjel.Tot(N),tkn,0.45,mg/L,NA,NA,FALSE,54.2997,-126.0861
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-03-11,1985,3,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.1,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400297,BULKLEY RIVER U/S HOUSTON STP,1989-08-08,1989,8,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,NA,<,TRUE,54.4006,-126.6675
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1988-05-16,1988,5,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.14,mg/L,NA,NA,FALSE,54.1681,-126.3322
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-06-04,1984,6,Phosphorus Total,tp,0.104,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-07-25,1984,7,Nitrogen Kjel.Tot(N),tkn,0.33,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1983-12-05,1983,12,Nitrogen Kjel.Tot(N),tkn,0.35,mg/L,NA,NA,FALSE,54.3967,-126.7092
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,1983-02-08,1983,2,Nitrogen - Nitrite Dissolved (NO2),no2,3.67,mg/L,NA,NA,FALSE,54.10468,-126.16326
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-08-29,1984,8,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.02,mg/L,NA,<,TRUE,54.3967,-126.7092
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1982-09-20,1982,9,Phosphorus Total,tp,0.019,mg/L,NA,NA,FALSE,54.1769,-126.3597
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1983-10-06,1983,10,Phosphorus Total,tp,0.053,mg/L,NA,NA,FALSE,54.3967,-126.7092
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1984-08-15,1984,8,Phosphorus Total,tp,0.029,mg/L,NA,NA,FALSE,54.1769,-126.3597
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2022-03-07,2022,3,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.1619,-126.2922
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2022-07-11,2022,7,Phosphorus Total,tp,0.05,mg/L,0.05,<,TRUE,54.1556,-126.3069
0400767,BUCK CREEK AT KLO BRIDGE SOUTH OF HOUSTON PE04475 EQUITY SILVER,2023-09-06,2023,9,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.18869,-126.50292
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-01-10,1984,1,Nitrogen Ammonia Dissolved,nh3,0.203,mg/L,NA,NA,FALSE,54.3967,-126.7092
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1983-05-10,1983,5,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,1.7,mg/L,NA,NA,FALSE,54.1619,-126.2922
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1987-05-19,1987,5,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.02,mg/L,NA,<,TRUE,54.1556,-126.3069
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1986-05-26,1986,5,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.02,mg/L,NA,<,TRUE,54.1556,-126.3069
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-11-06,1985,11,Phosphorus Total,tp,0.042,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-12-10,1985,12,Phosphorus Total Dissolved,tdp,0.094,mg/L,NA,NA,FALSE,54.3967,-126.7092
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1989-03-21,1989,3,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.32,mg/L,NA,NA,FALSE,54.1681,-126.3322
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1986-07-16,1986,7,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,NA,<,TRUE,54.1769,-126.3597
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-18,1996,7,Nitrogen - Nitrite Dissolved (NO2),no2,0.4,mg/L,NA,NA,FALSE,54.395,-126.67
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1996-10-16,1996,10,Nitrate (NO3) Dissolved,no3,0.013,mg/L,NA,NA,FALSE,54.3936,-126.6725
0400297,BULKLEY RIVER U/S HOUSTON STP,1996-04-16,1996,4,Phosphorus Ort.Dis-P,srp,0.032,mg/L,NA,NA,FALSE,54.4006,-126.6675
0400297,BULKLEY RIVER U/S HOUSTON STP,1996-01-17,1996,1,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.097,mg/L,NA,NA,FALSE,54.4006,-126.6675
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-01-17,1996,1,Nitrogen - Nitrite Dissolved (NO2),no2,0.027,mg/L,NA,NA,FALSE,54.395,-126.67
0400297,BULKLEY RIVER U/S HOUSTON STP,1999-03-17,1999,3,Nitrogen - Nitrite Dissolved (NO2),no2,0.001,mg/L,NA,NA,FALSE,54.4006,-126.6675
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1999-02-17,1999,2,Nitrogen Ammonia Dissolved,nh3,0.149,mg/L,NA,NA,FALSE,54.3936,-126.6725
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1999-10-13,1999,10,Nitrate (NO3) Dissolved,no3,0.006,mg/L,NA,NA,FALSE,54.3936,-126.6725
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-29,1999,10,Phosphorus Ort.Dis-P,srp,0.67,mg/L,NA,NA,FALSE,54.395,-126.67
E294174,WQ E5 (ALLEN CR),2014-05-14,2014,5,Nitrogen - Nitrite Dissolved (NO2),no2,0.0029,mg/L,0.002,NA,FALSE,54.1333,-126.157254
E294171,WQ E2 (PARROT FSR),2013-11-21,2013,11,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.0213,mg/L,0.002,NA,FALSE,54.158524,-126.313944
E278909,OBS WELL 386 - HOUSTON,2013-11-13,2013,11,Nitrate (NO3) Dissolved,no3,0.002,mg/L,0.002,<,TRUE,54.400036,-126.655455
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2012-08-29,2012,8,Nitrogen Total,tn,12.1,mg/L,0.2,NA,FALSE,54.395,-126.67
E294170,WQ E1 (GOOSLY LAKE TRIB),2013-09-26,2013,9,Nitrate (NO3) Dissolved,no3,0.002,mg/L,0.002,<,TRUE,54.167388,-126.351261
E294171,WQ E2 (PARROT FSR),2015-07-22,2015,7,Nitrogen Total,tn,0.176,mg/L,0.02,NA,FALSE,54.158524,-126.313944
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2016-04-18,2016,4,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.2153,-126.24
E219804,BUCK CREEK D/S HIGHWAY 16 (U/S HOUSTON STP),2017-02-01,2017,2,Nitrate (NO3) Dissolved,no3,0.0562,mg/L,0.005,NA,FALSE,54.4026,-126.654
E307225,MCQUARRIE CREEK UPPER,2017-06-12,2017,6,Nitrogen Ammonia Dissolved,nh3,0.005,mg/L,0.005,<,TRUE,54.556164,-126.579686
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2017-07-31,2017,7,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.1681,-126.3322
E238639,BYMAN CREEK - REF,2004-08-31,2004,8,Phosphorus Ort.Dis-P,srp,0.001,mg/L,0.001,<,TRUE,54.5666,-126.5166
E278909,OBS WELL 386 - HOUSTON,2010-03-16,2010,3,Phosphorus Total,tp,0.009,mg/L,0.002,NA,FALSE,54.400036,-126.655455
E294173,WQ E4 (47.5 PARROT FSR),2015-08-19,2015,8,Phosphorus Ort.Dis-P,srp,0.0051,mg/L,0.001,NA,FALSE,54.142522,-126.268519
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2016-06-27,2016,6,Nitrogen Ammonia Dissolved,nh3,0.0239,mg/L,0.005,NA,FALSE,54.12127,-126.16326
E294171,WQ E2 (PARROT FSR),2015-05-28,2015,5,Phosphorus Ort.Dis-P,srp,0.0073,mg/L,0.001,NA,FALSE,54.158524,-126.313944
E307225,MCQUARRIE CREEK UPPER,2017-05-10,2017,5,Nitrate (NO3) Dissolved,no3,0.0056,mg/L,0.005,NA,FALSE,54.556164,-126.579686
E219804,BUCK CREEK D/S HIGHWAY 16 (U/S HOUSTON STP),2017-06-12,2017,6,Nitrogen - Nitrite Dissolved (NO2),no2,0.001,mg/L,0.001,<,TRUE,54.4026,-126.654
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2017-12-18,2017,12,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.12127,-126.16326
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2018-09-24,2018,9,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.12127,-126.16326
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2018-09-24,2018,9,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.10468,-126.16326
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2018-12-17,2018,12,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.03,mg/L,NA,<,TRUE,54.12127,-126.16326
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2019-12-16,2019,12,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.2153,-126.24
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2022-04-26,2022,4,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,0.005,<,TRUE,54.12127,-126.16326
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,2022-10-24,2022,10,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.2044,-126.2806
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2017-03-27,2017,3,Nitrogen Ammonia Dissolved,nh3,0.0181,mg/L,0.005,NA,FALSE,54.12127,-126.16326
E285382,GOLDCORP EQUITY MINE (PE-04475) EMERGENCY POND DISCHARGE,2018-05-23,2018,5,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.11576,-126.1701
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2020-05-20,2020,5,Phosphorus Total,tp,0.3,mg/L,0.3,<,TRUE,54.2153,-126.24
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2022-06-27,2022,6,Phosphorus Total Dissolved,tdp,0.3,mg/L,0.3,<,TRUE,54.2153,-126.24
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2022-06-14,2022,6,Phosphorus Total,tp,0.05,mg/L,0.05,<,TRUE,54.2153,-126.24
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2022-08-31,2022,8,Phosphorus Total Dissolved,tdp,0.05,mg/L,0.05,<,TRUE,54.2117,-126.2878
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2023-04-24,2023,4,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.03,mg/L,NA,<,TRUE,54.12127,-126.16326
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2023-08-28,2023,8,Phosphorus Total,tp,1,mg/L,1,<,TRUE,54.10468,-126.16326
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2024-03-27,2024,3,Phosphorus Total Dissolved,tdp,1,mg/L,1,<,TRUE,54.10468,-126.16326
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1985-05-28,1985,5,Nitrogen Ammonia Dissolved,nh3,0.016,mg/L,NA,NA,FALSE,54.1769,-126.3597
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-07-10,1989,7,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,4.9,mg/L,NA,NA,FALSE,54.1619,-126.2922
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1987-09-22,1987,9,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,NA,<,TRUE,54.1769,-126.3597
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1991-05-28,1991,5,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,NA,<,TRUE,54.1769,-126.3597
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-10-24,1997,10,Phosphorus Total,tp,0.73,mg/L,NA,NA,FALSE,54.395,-126.67
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-10-14,1997,10,Phosphorus Total,tp,0.77,mg/L,NA,NA,FALSE,54.395,-126.67
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1996-04-16,1996,4,Nitrate (NO3) Dissolved,no3,0.083,mg/L,NA,NA,FALSE,54.3936,-126.6725
0400297,BULKLEY RIVER U/S HOUSTON STP,1996-09-17,1996,9,Nitrate (NO3) Dissolved,no3,0.005,mg/L,NA,<,TRUE,54.4006,-126.6675
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1996-08-13,1996,8,Nitrogen - Nitrite Dissolved (NO2),no2,0.01,mg/L,NA,NA,FALSE,54.3936,-126.6725
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2023-02-27,2023,2,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,0.005,<,TRUE,54.12127,-126.16326
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2023-12-19,2023,12,Nitrogen - Nitrite Dissolved (NO2),no2,0.005,mg/L,0.005,<,TRUE,54.12127,-126.16326
E285350,GOLDCORP EQUITY MINE (PE04475) LU DIVERSION TO FOXY CK.,2024-06-04,2024,6,Phosphorus Total,tp,0.05,mg/L,0.05,<,TRUE,54.211333,-126.290667
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2024-06-17,2024,6,Phosphorus Total,tp,0.05,mg/L,0.05,<,TRUE,54.1681,-126.3322
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1988-05-16,1988,5,Nitrate(NO3) + Nitrite(NO2) Dissolved,no3no2,0.02,mg/L,NA,<,TRUE,54.1556,-126.3069
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-10-24,1984,10,Nitrogen Kjel.Tot(N),tkn,0.26,mg/L,NA,NA,FALSE,54.3967,-126.7092
